date,item,sales,prev_sales,dayofweek,weekofyear
2019-12-20,item_5,49,44.0,4,51
2019-12-21,item_5,33,49.0,5,51
2019-12-22,item_5,46,33.0,6,51
2019-12-23,item_5,27,46.0,0,52
2019-12-24,item_5,46,27.0,1,52
2019-12-25,item_5,38,46.0,2,52
2019-12-26,item_5,44,38.0,3,52
2019-12-27,item_5,44,44.0,4,52
2019-12-28,item_5,42,44.0,5,52
2019-12-29,item_5,46,42.0,6,52
2019-12-30,item_5,52,46.0,0,1
2019-12-31,item_5,42,52.0,1,1
2018-01-01,item_6,84,0.0,0,1
2018-01-02,item_6,82,84.0,1,1
2018-01-03,item_6,94,82.0,2,1
2018-01-04,item_6,98,94.0,3,1
2018-01-05,item_6,78,98.0,4,1
2018-01-06,item_6,86,78.0,5,1
2018-01-07,item_6,96,86.0,6,1
2018-01-08,item_6,97,96.0,0,2
2018-01-09,item_6,100,97.0,1,2
2018-01-10,item_6,91,100.0,2,2
2018-01-11,item_6,96,91.0,3,2
2018-01-12,item_6,91,96.0,4,2
2018-01-13,item_6,90,91.0,5,2
2018-01-14,item_6,75,90.0,6,2
2018-01-15,item_6,80,75.0,0,3
2018-01-16,item_6,85,80.0,1,3
2018-01-17,item_6,84,85.0,2,3
2018-01-18,item_6,75,84.0,3,3
2018-01-19,item_6,78,75.0,4,3
2018-01-20,item_6,93,78.0,5,3
2018-01-21,item_6,103,93.0,6,3
2018-01-22,item_6,93,103.0,0,4
2018-01-23,item_6,94,93.0,1,4
2018-01-24,item_6,82,94.0,2,4
2018-01-25,item_6,83,82.0,3,4
2018-01-26,item_6,84,83.0,4,4
2018-01-27,item_6,73,84.0,5,4
2018-01-28,item_6,79,73.0,6,4
2018-01-29,item_6,88,79.0,0,5
2018-01-30,item_6,87,88.0,1,5
2018-01-31,item_6,97,87.0,2,5
2018-02-01,item_6,92,97.0,3,5
2018-02-02,item_6,73,92.0,4,5
2018-02-03,item_6,94,73.0,5,5
2018-02-04,item_6,95,94.0,6,5
2018-02-05,item_6,75,95.0,0,6
2018-02-06,item_6,85,75.0,1,6
2018-02-07,item_6,73,85.0,2,6
2018-02-08,item_6,73,73.0,3,6
2018-02-09,item_6,89,73.0,4,6
2018-02-10,item_6,81,89.0,5,6
2018-02-11,item_6,86,81.0,6,6
2018-02-12,item_6,75,86.0,0,7
2018-02-13,item_6,86,75.0,1,7
2018-02-14,item_6,75,86.0,2,7
2018-02-15,item_6,93,75.0,3,7
2018-02-16,item_6,78,93.0,4,7
2018-02-17,item_6,75,78.0,5,7
2018-02-18,item_6,89,75.0,6,7
2018-02-19,item_6,80,89.0,0,8
2018-02-20,item_6,93,80.0,1,8
2018-02-21,item_6,85,93.0,2,8
2018-02-22,item_6,89,85.0,3,8
2018-02-23,item_6,74,89.0,4,8
2018-02-24,item_6,83,74.0,5,8
2018-02-25,item_6,97,83.0,6,8
2018-02-26,item_6,67,97.0,0,9
2018-02-27,item_6,91,67.0,1,9
2018-02-28,item_6,80,91.0,2,9
2018-03-01,item_6,94,80.0,3,9
2018-03-02,item_6,80,94.0,4,9
2018-03-03,item_6,74,80.0,5,9
2018-03-04,item_6,90,74.0,6,9
2018-03-05,item_6,87,90.0,0,10
2018-03-06,item_6,75,87.0,1,10
2018-03-07,item_6,84,75.0,2,10
2018-03-08,item_6,72,84.0,3,10
2018-03-09,item_6,78,72.0,4,10
2018-03-10,item_6,94,78.0,5,10
2018-03-11,item_6,92,94.0,6,10
2018-03-12,item_6,77,92.0,0,11
2018-03-13,item_6,91,77.0,1,11
2018-03-14,item_6,92,91.0,2,11
2018-03-15,item_6,72,92.0,3,11
2018-03-16,item_6,88,72.0,4,11
2018-03-17,item_6,76,88.0,5,11
2018-03-18,item_6,101,76.0,6,11
2018-03-19,item_6,82,101.0,0,12
2018-03-20,item_6,67,82.0,1,12
2018-03-21,item_6,83,67.0,2,12
2018-03-22,item_6,83,83.0,3,12
2018-03-23,item_6,97,83.0,4,12
2018-03-24,item_6,89,97.0,5,12
2018-03-25,item_6,87,89.0,6,12
2018-03-26,item_6,75,87.0,0,13
2018-03-27,item_6,87,75.0,1,13
2018-03-28,item_6,91,87.0,2,13
2018-03-29,item_6,75,91.0,3,13
2018-03-30,item_6,77,75.0,4,13
2018-03-31,item_6,95,77.0,5,13
2018-04-01,item_6,96,95.0,6,13
2018-04-02,item_6,93,96.0,0,14
2018-04-03,item_6,90,93.0,1,14
2018-04-04,item_6,92,90.0,2,14
2018-04-05,item_6,88,92.0,3,14
2018-04-06,item_6,82,88.0,4,14
2018-04-07,item_6,84,82.0,5,14
2018-04-08,item_6,72,84.0,6,14
2018-04-09,item_6,75,72.0,0,15
2018-04-10,item_6,68,75.0,1,15
2018-04-11,item_6,82,68.0,2,15
2018-04-12,item_6,112,82.0,3,15
2018-04-13,item_6,81,112.0,4,15
2018-04-14,item_6,79,81.0,5,15
2018-04-15,item_6,87,79.0,6,15
2018-04-16,item_6,83,87.0,0,16
2018-04-17,item_6,94,83.0,1,16
2018-04-18,item_6,98,94.0,2,16
2018-04-19,item_6,88,98.0,3,16
2018-04-20,item_6,82,88.0,4,16
2018-04-21,item_6,77,82.0,5,16
2018-04-22,item_6,94,77.0,6,16
2018-04-23,item_6,87,94.0,0,17
2018-04-24,item_6,84,87.0,1,17
2018-04-25,item_6,91,84.0,2,17
2018-04-26,item_6,83,91.0,3,17
2018-04-27,item_6,76,83.0,4,17
2018-04-28,item_6,90,76.0,5,17
2018-04-29,item_6,82,90.0,6,17
2018-04-30,item_6,93,82.0,0,18
2018-05-01,item_6,85,93.0,1,18
2018-05-02,item_6,82,85.0,2,18
2018-05-03,item_6,96,82.0,3,18
2018-05-04,item_6,86,96.0,4,18
2018-05-05,item_6,90,86.0,5,18
2018-05-06,item_6,88,90.0,6,18
2018-05-07,item_6,72,88.0,0,19
2018-05-08,item_6,95,72.0,1,19
2018-05-09,item_6,88,95.0,2,19
2018-05-10,item_6,63,88.0,3,19
2018-05-11,item_6,91,63.0,4,19
2018-05-12,item_6,88,91.0,5,19
2018-05-13,item_6,83,88.0,6,19
2018-05-14,item_6,73,83.0,0,20
2018-05-15,item_6,103,73.0,1,20
2018-05-16,item_6,90,103.0,2,20
2018-05-17,item_6,71,90.0,3,20
2018-05-18,item_6,89,71.0,4,20
2018-05-19,item_6,80,89.0,5,20
2018-05-20,item_6,95,80.0,6,20
2018-05-21,item_6,87,95.0,0,21
2018-05-22,item_6,98,87.0,1,21
2018-05-23,item_6,95,98.0,2,21
2018-05-24,item_6,74,95.0,3,21
2018-05-25,item_6,80,74.0,4,21
2018-05-26,item_6,88,80.0,5,21
2018-05-27,item_6,86,88.0,6,21
2018-05-28,item_6,88,86.0,0,22
2018-05-29,item_6,74,88.0,1,22
2018-05-30,item_6,84,74.0,2,22
2018-05-31,item_6,90,84.0,3,22
2018-06-01,item_6,86,90.0,4,22
2018-06-02,item_6,81,86.0,5,22
2018-06-03,item_6,80,81.0,6,22
2018-06-04,item_6,105,80.0,0,23
2018-06-05,item_6,80,105.0,1,23
2018-06-06,item_6,105,80.0,2,23
2018-06-07,item_6,93,105.0,3,23
2018-06-08,item_6,76,93.0,4,23
2018-06-09,item_6,80,76.0,5,23
2018-06-10,item_6,82,80.0,6,23
2018-06-11,item_6,79,82.0,0,24
2018-06-12,item_6,72,79.0,1,24
2018-06-13,item_6,96,72.0,2,24
2018-06-14,item_6,87,96.0,3,24
2018-06-15,item_6,104,87.0,4,24
2018-06-16,item_6,93,104.0,5,24
2018-06-17,item_6,93,93.0,6,24
2018-06-18,item_6,93,93.0,0,25
2018-06-19,item_6,97,93.0,1,25
2018-06-20,item_6,63,97.0,2,25
2018-06-21,item_6,60,63.0,3,25
2018-06-22,item_6,89,60.0,4,25
2018-06-23,item_6,73,89.0,5,25
2018-06-24,item_6,101,73.0,6,25
2018-06-25,item_6,86,101.0,0,26
2018-06-26,item_6,87,86.0,1,26
2018-06-27,item_6,73,87.0,2,26
2018-06-28,item_6,82,73.0,3,26
2018-06-29,item_6,95,82.0,4,26
2018-06-30,item_6,86,95.0,5,26
2018-07-01,item_6,92,86.0,6,26
2018-07-02,item_6,78,92.0,0,27
2018-07-03,item_6,89,78.0,1,27
2018-07-04,item_6,83,89.0,2,27
2018-07-05,item_6,87,83.0,3,27
2018-07-06,item_6,83,87.0,4,27
2018-07-07,item_6,100,83.0,5,27
2018-07-08,item_6,88,100.0,6,27
2018-07-09,item_6,105,88.0,0,28
2018-07-10,item_6,87,105.0,1,28
2018-07-11,item_6,91,87.0,2,28
2018-07-12,item_6,88,91.0,3,28
2018-07-13,item_6,85,88.0,4,28
2018-07-14,item_6,82,85.0,5,28
2018-07-15,item_6,87,82.0,6,28
2018-07-16,item_6,90,87.0,0,29
2018-07-17,item_6,86,90.0,1,29
2018-07-18,item_6,96,86.0,2,29
2018-07-19,item_6,76,96.0,3,29
2018-07-20,item_6,96,76.0,4,29
2018-07-21,item_6,81,96.0,5,29
2018-07-22,item_6,77,81.0,6,29
2018-07-23,item_6,78,77.0,0,30
2018-07-24,item_6,81,78.0,1,30
2018-07-25,item_6,86,81.0,2,30
2018-07-26,item_6,87,86.0,3,30
2018-07-27,item_6,74,87.0,4,30
2018-07-28,item_6,84,74.0,5,30
2018-07-29,item_6,94,84.0,6,30
2018-07-30,item_6,89,94.0,0,31
2018-07-31,item_6,88,89.0,1,31
2018-08-01,item_6,77,88.0,2,31
2018-08-02,item_6,76,77.0,3,31
2018-08-03,item_6,78,76.0,4,31
2018-08-04,item_6,85,78.0,5,31
2018-08-05,item_6,97,85.0,6,31
2018-08-06,item_6,77,97.0,0,32
2018-08-07,item_6,87,77.0,1,32
2018-08-08,item_6,86,87.0,2,32
2018-08-09,item_6,98,86.0,3,32
2018-08-10,item_6,98,98.0,4,32
2018-08-11,item_6,83,98.0,5,32
2018-08-12,item_6,83,83.0,6,32
2018-08-13,item_6,87,83.0,0,33
2018-08-14,item_6,89,87.0,1,33
2018-08-15,item_6,85,89.0,2,33
2018-08-16,item_6,95,85.0,3,33
2018-08-17,item_6,87,95.0,4,33
2018-08-18,item_6,80,87.0,5,33
2018-08-19,item_6,85,80.0,6,33
2018-08-20,item_6,86,85.0,0,34
2018-08-21,item_6,79,86.0,1,34
2018-08-22,item_6,72,79.0,2,34
2018-08-23,item_6,78,72.0,3,34
2018-08-24,item_6,95,78.0,4,34
2018-08-25,item_6,89,95.0,5,34
2018-08-26,item_6,74,89.0,6,34
2018-08-27,item_6,86,74.0,0,35
2018-08-28,item_6,78,86.0,1,35
2018-08-29,item_6,77,78.0,2,35
2018-08-30,item_6,87,77.0,3,35
2018-08-31,item_6,83,87.0,4,35
2018-09-01,item_6,98,83.0,5,35
2018-09-02,item_6,95,98.0,6,35
2018-09-03,item_6,79,95.0,0,36
2018-09-04,item_6,94,79.0,1,36
2018-09-05,item_6,81,94.0,2,36
2018-09-06,item_6,94,81.0,3,36
2018-09-07,item_6,88,94.0,4,36
2018-09-08,item_6,81,88.0,5,36
2018-09-09,item_6,91,81.0,6,36
2018-09-10,item_6,78,91.0,0,37
2018-09-11,item_6,90,78.0,1,37
2018-09-12,item_6,86,90.0,2,37
2018-09-13,item_6,97,86.0,3,37
2018-09-14,item_6,89,97.0,4,37
2018-09-15,item_6,89,89.0,5,37
2018-09-16,item_6,88,89.0,6,37
2018-09-17,item_6,91,88.0,0,38
2018-09-18,item_6,71,91.0,1,38
2018-09-19,item_6,95,71.0,2,38
2018-09-20,item_6,82,95.0,3,38
2018-09-21,item_6,76,82.0,4,38
2018-09-22,item_6,86,76.0,5,38
2018-09-23,item_6,83,86.0,6,38
2018-09-24,item_6,82,83.0,0,39
2018-09-25,item_6,87,82.0,1,39
2018-09-26,item_6,89,87.0,2,39
2018-09-27,item_6,82,89.0,3,39
2018-09-28,item_6,89,82.0,4,39
2018-09-29,item_6,97,89.0,5,39
2018-09-30,item_6,100,97.0,6,39
2018-10-01,item_6,83,100.0,0,40
2018-10-02,item_6,87,83.0,1,40
2018-10-03,item_6,82,87.0,2,40
2018-10-04,item_6,76,82.0,3,40
2018-10-05,item_6,91,76.0,4,40
2018-10-06,item_6,91,91.0,5,40
2018-10-07,item_6,85,91.0,6,40
2018-10-08,item_6,79,85.0,0,41
2018-10-09,item_6,99,79.0,1,41
2018-10-10,item_6,83,99.0,2,41
2018-10-11,item_6,88,83.0,3,41
2018-10-12,item_6,96,88.0,4,41
2018-10-13,item_6,92,96.0,5,41
2018-10-14,item_6,88,92.0,6,41
2018-10-15,item_6,93,88.0,0,42
2018-10-16,item_6,73,93.0,1,42
2018-10-17,item_6,92,73.0,2,42
2018-10-18,item_6,69,92.0,3,42
2018-10-19,item_6,95,69.0,4,42
2018-10-20,item_6,89,95.0,5,42
2018-10-21,item_6,90,89.0,6,42
2018-10-22,item_6,70,90.0,0,43
2018-10-23,item_6,86,70.0,1,43
2018-10-24,item_6,90,86.0,2,43
2018-10-25,item_6,67,90.0,3,43
2018-10-26,item_6,92,67.0,4,43
2018-10-27,item_6,95,92.0,5,43
2018-10-28,item_6,81,95.0,6,43
2018-10-29,item_6,88,81.0,0,44
2018-10-30,item_6,71,88.0,1,44
2018-10-31,item_6,80,71.0,2,44
2018-11-01,item_6,87,80.0,3,44
2018-11-02,item_6,87,87.0,4,44
2018-11-03,item_6,76,87.0,5,44
2018-11-04,item_6,80,76.0,6,44
2018-11-05,item_6,89,80.0,0,45
2018-11-06,item_6,92,89.0,1,45
2018-11-07,item_6,67,92.0,2,45
2018-11-08,item_6,100,67.0,3,45
2018-11-09,item_6,94,100.0,4,45
2018-11-10,item_6,96,94.0,5,45
2018-11-11,item_6,77,96.0,6,45
2018-11-12,item_6,83,77.0,0,46
2018-11-13,item_6,89,83.0,1,46
2018-11-14,item_6,67,89.0,2,46
2018-11-15,item_6,102,67.0,3,46
2018-11-16,item_6,79,102.0,4,46
2018-11-17,item_6,91,79.0,5,46
2018-11-18,item_6,75,91.0,6,46
2018-11-19,item_6,83,75.0,0,47
2018-11-20,item_6,88,83.0,1,47
2018-11-21,item_6,75,88.0,2,47
2018-11-22,item_6,99,75.0,3,47
2018-11-23,item_6,84,99.0,4,47
2018-11-24,item_6,69,84.0,5,47
2018-11-25,item_6,96,69.0,6,47
2018-11-26,item_6,90,96.0,0,48
2018-11-27,item_6,84,90.0,1,48
2018-11-28,item_6,79,84.0,2,48
2018-11-29,item_6,92,79.0,3,48
2018-11-30,item_6,96,92.0,4,48
2018-12-01,item_6,92,96.0,5,48
2018-12-02,item_6,76,92.0,6,48
2018-12-03,item_6,88,76.0,0,49
2018-12-04,item_6,83,88.0,1,49
2018-12-05,item_6,82,83.0,2,49
2018-12-06,item_6,91,82.0,3,49
2018-12-07,item_6,72,91.0,4,49
2018-12-08,item_6,86,72.0,5,49
2018-12-09,item_6,80,86.0,6,49
2018-12-10,item_6,76,80.0,0,50
2018-12-11,item_6,88,76.0,1,50
2018-12-12,item_6,77,88.0,2,50
2018-12-13,item_6,85,77.0,3,50
2018-12-14,item_6,107,85.0,4,50
2018-12-15,item_6,54,107.0,5,50
2018-12-16,item_6,88,54.0,6,50
2018-12-17,item_6,109,88.0,0,51
2018-12-18,item_6,80,109.0,1,51
2018-12-19,item_6,78,80.0,2,51
2018-12-20,item_6,90,78.0,3,51
2018-12-21,item_6,78,90.0,4,51
2018-12-22,item_6,86,78.0,5,51
2018-12-23,item_6,96,86.0,6,51
2018-12-24,item_6,82,96.0,0,52
2018-12-25,item_6,82,82.0,1,52
2018-12-26,item_6,111,82.0,2,52
2018-12-27,item_6,78,111.0,3,52
2018-12-28,item_6,91,78.0,4,52
2018-12-29,item_6,69,91.0,5,52
2018-12-30,item_6,77,69.0,6,52
2018-12-31,item_6,94,77.0,0,1
2019-01-01,item_6,64,94.0,1,1
2019-01-02,item_6,84,64.0,2,1
2019-01-03,item_6,96,84.0,3,1
2019-01-04,item_6,92,96.0,4,1
2019-01-05,item_6,81,92.0,5,1
2019-01-06,item_6,79,81.0,6,1
2019-01-07,item_6,80,79.0,0,2
2019-01-08,item_6,94,80.0,1,2
2019-01-09,item_6,96,94.0,2,2
2019-01-10,item_6,79,96.0,3,2
2019-01-11,item_6,92,79.0,4,2
2019-01-12,item_6,84,92.0,5,2
2019-01-13,item_6,86,84.0,6,2
2019-01-14,item_6,98,86.0,0,3
2019-01-15,item_6,77,98.0,1,3
2019-01-16,item_6,82,77.0,2,3
2019-01-17,item_6,75,82.0,3,3
2019-01-18,item_6,83,75.0,4,3
2019-01-19,item_6,84,83.0,5,3
2019-01-20,item_6,86,84.0,6,3
2019-01-21,item_6,94,86.0,0,4
2019-01-22,item_6,84,94.0,1,4
2019-01-23,item_6,92,84.0,2,4
2019-01-24,item_6,68,92.0,3,4
2019-01-25,item_6,86,68.0,4,4
2019-01-26,item_6,78,86.0,5,4
2019-01-27,item_6,82,78.0,6,4
2019-01-28,item_6,75,82.0,0,5
2019-01-29,item_6,85,75.0,1,5
2019-01-30,item_6,85,85.0,2,5
2019-01-31,item_6,97,85.0,3,5
2019-02-01,item_6,80,97.0,4,5
2019-02-02,item_6,102,80.0,5,5
2019-02-03,item_6,80,102.0,6,5
2019-02-04,item_6,102,80.0,0,6
2019-02-05,item_6,88,102.0,1,6
2019-02-06,item_6,84,88.0,2,6
2019-02-07,item_6,97,84.0,3,6
2019-02-08,item_6,80,97.0,4,6
2019-02-09,item_6,80,80.0,5,6
2019-02-10,item_6,102,80.0,6,6
2019-02-11,item_6,95,102.0,0,7
2019-02-12,item_6,77,95.0,1,7
2019-02-13,item_6,71,77.0,2,7
2019-02-14,item_6,75,71.0,3,7
2019-02-15,item_6,81,75.0,4,7
2019-02-16,item_6,86,81.0,5,7
2019-02-17,item_6,85,86.0,6,7
2019-02-18,item_6,102,85.0,0,8
2019-02-19,item_6,100,102.0,1,8
2019-02-20,item_6,103,100.0,2,8
2019-02-21,item_6,83,103.0,3,8
2019-02-22,item_6,82,83.0,4,8
2019-02-23,item_6,73,82.0,5,8
2019-02-24,item_6,84,73.0,6,8
2019-02-25,item_6,83,84.0,0,9
2019-02-26,item_6,86,83.0,1,9
2019-02-27,item_6,90,86.0,2,9
2019-02-28,item_6,84,90.0,3,9
2019-03-01,item_6,86,84.0,4,9
2019-03-02,item_6,85,86.0,5,9
2019-03-03,item_6,92,85.0,6,9
2019-03-04,item_6,101,92.0,0,10
2019-03-05,item_6,111,101.0,1,10
2019-03-06,item_6,84,111.0,2,10
2019-03-07,item_6,72,84.0,3,10
2019-03-08,item_6,81,72.0,4,10
2019-03-09,item_6,87,81.0,5,10
2019-03-10,item_6,83,87.0,6,10
2019-03-11,item_6,77,83.0,0,11
2019-03-12,item_6,86,77.0,1,11
2019-03-13,item_6,86,86.0,2,11
2019-03-14,item_6,78,86.0,3,11
2019-03-15,item_6,84,78.0,4,11
2019-03-16,item_6,85,84.0,5,11
2019-03-17,item_6,93,85.0,6,11
2019-03-18,item_6,89,93.0,0,12
2019-03-19,item_6,74,89.0,1,12
2019-03-20,item_6,94,74.0,2,12
2019-03-21,item_6,75,94.0,3,12
2019-03-22,item_6,87,75.0,4,12
2019-03-23,item_6,74,87.0,5,12
2019-03-24,item_6,79,74.0,6,12
2019-03-25,item_6,81,79.0,0,13
2019-03-26,item_6,84,81.0,1,13
2019-03-27,item_6,86,84.0,2,13
2019-03-28,item_6,83,86.0,3,13
2019-03-29,item_6,84,83.0,4,13
2019-03-30,item_6,86,84.0,5,13
2019-03-31,item_6,90,86.0,6,13
2019-04-01,item_6,91,90.0,0,14
2019-04-02,item_6,103,91.0,1,14
2019-04-03,item_6,90,103.0,2,14
2019-04-04,item_6,94,90.0,3,14
2019-04-05,item_6,70,94.0,4,14
2019-04-06,item_6,90,70.0,5,14
2019-04-07,item_6,82,90.0,6,14
2019-04-08,item_6,79,82.0,0,15
2019-04-09,item_6,96,79.0,1,15
2019-04-10,item_6,76,96.0,2,15
2019-04-11,item_6,87,76.0,3,15
2019-04-12,item_6,79,87.0,4,15
2019-04-13,item_6,84,79.0,5,15
2019-04-14,item_6,101,84.0,6,15
2019-04-15,item_6,84,101.0,0,16
2019-04-16,item_6,71,84.0,1,16
2019-04-17,item_6,90,71.0,2,16
2019-04-18,item_6,94,90.0,3,16
2019-04-19,item_6,92,94.0,4,16
2019-04-20,item_6,104,92.0,5,16
2019-04-21,item_6,74,104.0,6,16
2019-04-22,item_6,85,74.0,0,17
2019-04-23,item_6,84,85.0,1,17
2019-04-24,item_6,79,84.0,2,17
2019-04-25,item_6,90,79.0,3,17
2019-04-26,item_6,70,90.0,4,17
2019-04-27,item_6,99,70.0,5,17
2019-04-28,item_6,80,99.0,6,17
2019-04-29,item_6,92,80.0,0,18
2019-04-30,item_6,88,92.0,1,18
2019-05-01,item_6,82,88.0,2,18
2019-05-02,item_6,79,82.0,3,18
2019-05-03,item_6,89,79.0,4,18
2019-05-04,item_6,65,89.0,5,18
2019-05-05,item_6,94,65.0,6,18
2019-05-06,item_6,94,94.0,0,19
2019-05-07,item_6,96,94.0,1,19
2019-05-08,item_6,70,96.0,2,19
2019-05-09,item_6,100,70.0,3,19
2019-05-10,item_6,93,100.0,4,19
2019-05-11,item_6,85,93.0,5,19
2019-05-12,item_6,75,85.0,6,19
2019-05-13,item_6,82,75.0,0,20
2019-05-14,item_6,92,82.0,1,20
2019-05-15,item_6,81,92.0,2,20
2019-05-16,item_6,80,81.0,3,20
2019-05-17,item_6,77,80.0,4,20
2019-05-18,item_6,88,77.0,5,20
2019-05-19,item_6,79,88.0,6,20
2019-05-20,item_6,84,79.0,0,21
2019-05-21,item_6,93,84.0,1,21
2019-05-22,item_6,96,93.0,2,21
2019-05-23,item_6,112,96.0,3,21
2019-05-24,item_6,92,112.0,4,21
2019-05-25,item_6,80,92.0,5,21
2019-05-26,item_6,87,80.0,6,21
2019-05-27,item_6,95,87.0,0,22
2019-05-28,item_6,88,95.0,1,22
2019-05-29,item_6,98,88.0,2,22
2019-05-30,item_6,84,98.0,3,22
2019-05-31,item_6,84,84.0,4,22
2019-06-01,item_6,82,84.0,5,22
2019-06-02,item_6,101,82.0,6,22
2019-06-03,item_6,88,101.0,0,23
2019-06-04,item_6,93,88.0,1,23
2019-06-05,item_6,75,93.0,2,23
2019-06-06,item_6,106,75.0,3,23
2019-06-07,item_6,101,106.0,4,23
2019-06-08,item_6,87,101.0,5,23
2019-06-09,item_6,87,87.0,6,23
2019-06-10,item_6,78,87.0,0,24
2019-06-11,item_6,90,78.0,1,24
2019-06-12,item_6,94,90.0,2,24
2019-06-13,item_6,83,94.0,3,24
2019-06-14,item_6,89,83.0,4,24
2019-06-15,item_6,96,89.0,5,24
2019-06-16,item_6,77,96.0,6,24
2019-06-17,item_6,96,77.0,0,25
2019-06-18,item_6,71,96.0,1,25
2019-06-19,item_6,85,71.0,2,25
2019-06-20,item_6,103,85.0,3,25
2019-06-21,item_6,82,103.0,4,25
2019-06-22,item_6,84,82.0,5,25
2019-06-23,item_6,92,84.0,6,25
2019-06-24,item_6,94,92.0,0,26
2019-06-25,item_6,97,94.0,1,26
2019-06-26,item_6,82,97.0,2,26
2019-06-27,item_6,89,82.0,3,26
2019-06-28,item_6,80,89.0,4,26
2019-06-29,item_6,88,80.0,5,26
2019-06-30,item_6,103,88.0,6,26
2019-07-01,item_6,97,103.0,0,27
2019-07-02,item_6,83,97.0,1,27
2019-07-03,item_6,89,83.0,2,27
2019-07-04,item_6,88,89.0,3,27
2019-07-05,item_6,84,88.0,4,27
2019-07-06,item_6,89,84.0,5,27
2019-07-07,item_6,85,89.0,6,27
2019-07-08,item_6,81,85.0,0,28
2019-07-09,item_6,88,81.0,1,28
2019-07-10,item_6,86,88.0,2,28
2019-07-11,item_6,96,86.0,3,28
2019-07-12,item_6,92,96.0,4,28
2019-07-13,item_6,79,92.0,5,28
2019-07-14,item_6,93,79.0,6,28
2019-07-15,item_6,101,93.0,0,29
2019-07-16,item_6,104,101.0,1,29
2019-07-17,item_6,105,104.0,2,29
2019-07-18,item_6,92,105.0,3,29
2019-07-19,item_6,86,92.0,4,29
2019-07-20,item_6,89,86.0,5,29
2019-07-21,item_6,88,89.0,6,29
2019-07-22,item_6,88,88.0,0,30
2019-07-23,item_6,80,88.0,1,30
2019-07-24,item_6,77,80.0,2,30
2019-07-25,item_6,89,77.0,3,30
2019-07-26,item_6,110,89.0,4,30
2019-07-27,item_6,81,110.0,5,30
2019-07-28,item_6,98,81.0,6,30
2019-07-29,item_6,80,98.0,0,31
2019-07-30,item_6,85,80.0,1,31
2019-07-31,item_6,82,85.0,2,31
2019-08-01,item_6,90,82.0,3,31
2019-08-02,item_6,99,90.0,4,31
2019-08-03,item_6,85,99.0,5,31
2019-08-04,item_6,74,85.0,6,31
2019-08-05,item_6,76,74.0,0,32
2019-08-06,item_6,101,76.0,1,32
2019-08-07,item_6,92,101.0,2,32
2019-08-08,item_6,89,92.0,3,32
2019-08-09,item_6,85,89.0,4,32
2019-08-10,item_6,99,85.0,5,32
2019-08-11,item_6,100,99.0,6,32
2019-08-12,item_6,71,100.0,0,33
2019-08-13,item_6,74,71.0,1,33
2019-08-14,item_6,90,74.0,2,33
2019-08-15,item_6,79,90.0,3,33
2019-08-16,item_6,92,79.0,4,33
2019-08-17,item_6,84,92.0,5,33
2019-08-18,item_6,89,84.0,6,33
2019-08-19,item_6,72,89.0,0,34
2019-08-20,item_6,81,72.0,1,34
2019-08-21,item_6,112,81.0,2,34
2019-08-22,item_6,79,112.0,3,34
2019-08-23,item_6,79,79.0,4,34
2019-08-24,item_6,89,79.0,5,34
2019-08-25,item_6,83,89.0,6,34
2019-08-26,item_6,85,83.0,0,35
2019-08-27,item_6,87,85.0,1,35
2019-08-28,item_6,90,87.0,2,35
2019-08-29,item_6,87,90.0,3,35
2019-08-30,item_6,79,87.0,4,35
2019-08-31,item_6,109,79.0,5,35
2019-09-01,item_6,90,109.0,6,35
2019-09-02,item_6,98,90.0,0,36
2019-09-03,item_6,96,98.0,1,36
2019-09-04,item_6,90,96.0,2,36
2019-09-05,item_6,77,90.0,3,36
2019-09-06,item_6,84,77.0,4,36
2019-09-07,item_6,86,84.0,5,36
2019-09-08,item_6,96,86.0,6,36
2019-09-09,item_6,68,96.0,0,37
2019-09-10,item_6,80,68.0,1,37
2019-09-11,item_6,98,80.0,2,37
2019-09-12,item_6,99,98.0,3,37
2019-09-13,item_6,97,99.0,4,37
2019-09-14,item_6,76,97.0,5,37
2019-09-15,item_6,86,76.0,6,37
2019-09-16,item_6,87,86.0,0,38
2019-09-17,item_6,82,87.0,1,38
2019-09-18,item_6,74,82.0,2,38
2019-09-19,item_6,95,74.0,3,38
2019-09-20,item_6,84,95.0,4,38
2019-09-21,item_6,83,84.0,5,38
2019-09-22,item_6,98,83.0,6,38
2019-09-23,item_6,85,98.0,0,39
2019-09-24,item_6,98,85.0,1,39
2019-09-25,item_6,91,98.0,2,39
2019-09-26,item_6,84,91.0,3,39
2019-09-27,item_6,84,84.0,4,39
2019-09-28,item_6,79,84.0,5,39
2019-09-29,item_6,81,79.0,6,39
2019-09-30,item_6,72,81.0,0,40
2019-10-01,item_6,84,72.0,1,40
2019-10-02,item_6,91,84.0,2,40
2019-10-03,item_6,85,91.0,3,40
2019-10-04,item_6,79,85.0,4,40
2019-10-05,item_6,89,79.0,5,40
2019-10-06,item_6,97,89.0,6,40
2019-10-07,item_6,90,97.0,0,41
2019-10-08,item_6,85,90.0,1,41
2019-10-09,item_6,97,85.0,2,41
2019-10-10,item_6,86,97.0,3,41
2019-10-11,item_6,92,86.0,4,41
2019-10-12,item_6,80,92.0,5,41
2019-10-13,item_6,98,80.0,6,41
2019-10-14,item_6,90,98.0,0,42
2019-10-15,item_6,91,90.0,1,42
